ano,mes,dia,hora,quem,,onde,
2018,2,7,19:35,"Washington Reis, prefeito do Município de Duque de Caxias/RJ",,"
Palácio do Planalto",
2018,2,7,20:15,"Senador Romero Jucá (MDB/RR), líder do Governo no Senado",,"
Palácio do Planalto",
2018,2,7,20:50,"Gilberto Occhi, presidente da Caixa Econômica Federal",,"
Palácio do Planalto",
2018,2,8,11:00,"João Dória, prefeito da cidade de São Paulo",,"
São Paulo/SP",
2018,2,8,12:30,"Paulo Skaf, Presidente da FIESP e Delfim Netto",,"
São Paulo/SP",
2018,2,8,15:00,Antonio Claudio Mariz de Oliveira,,"
São Paulo/SP",
2018,2,8,17:30,"Abilio Diniz, empresário",,"
São Paulo/SP",
2018,2,9,10:00,"Ministra Grace Maria Mendonça, Advogada-Geral da União",,"
Palácio do Planalto",
2018,2,9,10:30,"Henrique Meirelles, ministro de Estado da Fazenda",,"
Palácio do Planalto",
2018,2,9,11:45,"Dyogo Oliveira, ministro de Estado do Planejamento, Desenvolvimento e Gestão",,"
Palácio do Planalto",
2018,2,12,08:30,Partida de Santa Cruz/RJ para Boa Vista/RR,,,RR
2018,2,12,11:00,Encontro com Líderes Políticos de Roraima,,"
Boa Vista-RR",RR
2018,2,14,10:00,"Moreira Franco, ministro de Estado chefe da Secretaria-Geral da Presidência da República",,"
Palácio do Jaburu",
2018,2,14,10:45,"Raul Jungmann, ministro de Estado da Defesa",,"
Palácio do Jaburu",
2018,2,14,11:00,"Eliseu Padilha, Ministro-Chefe da Casa Civil da Presidência da República; Torquato Jardim, Ministro de Estado da Justiça e Segurança Pública; Raul Jungmann, Ministro de Estado da Defesa; Moreira Franco, Ministro-Chefe da Secretaria-Geral da PR; Sergio, Westphalen Etchegoyen, Ministro de Estado Chefe do Gabinete de Segurança Institucional da Presidência da República e Gustavo Rocha, Subchefe para Assuntos Jurídicos da Casa Civil da Presidência",,"
Palácio da Alvorada",
2018,2,14,15:00,"Dyogo Oliveira, ministro de Estado do Planejamento, Desenvolvimento e Gestão",,"
Palácio da Alvorada",
2018,2,14,15:40,"Ministra Grace Maria Mendonça, Advogada-Geral da União",,"
Palácio da Alvorada",
2018,2,14,17:05,"Carlos Marun, ministro de Estado chefe da Secretaria de Governo da Presidência da República, e Sergio Etchegoyen, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República",,"
Palácio da Alvorada",
2018,2,14,18:00,"Torquato Jardim, ministro de estado da Justiça e da Segurança Pública; Raul Jungmann, ministro de estado da Defesa; Moreira Franco, ministro-chefe da Secretária-Geral da Presidência da República; Sergio Etchegoyen, ministro-chefe do Gabinete de Segurança Pública da Presidência da República; Almirante-de-Esquadra Ademir Sobrinho, Chefe do Estado-Maior Conjunto Das Forças Armadas; Almirante De Esquadra Eduardo Bacellar Leal Ferreira, Comandante Da Marinha; General de Exército Eduardo Dias Da Costa Villas Bôas, Comandante do Exército; e Tenente-Brigadeiro do Ar Nivaldo Luiz Rossato, Comandante da Aeronáutica",,"
Palácio da Alvorada",
2018,2,15,11:00,Reunião do Conselho do CNPEM,,"
Campinas/SP",SP
2018,2,15,11:55,Visita às obras da Fonte de Luz Síncrotron de Quarta Geração Sirius,,"
Campinas/SP",SP
2018,2,15,15:00,"Sergio Etchegoyen, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República",,"
Palácio do Planalto  ",
2018,2,15,15:30,"Eliseu Padilha, Ministro-Chefe da Casa Civil da Presidência da República; e Carlos Marun, ministro de Estado chefe da Secretaria de Governo da Presidência da República",,"
Palácio do Planalto  ",
2018,2,15,17:30,"Henrique Meirelles, ministro de Estado da Fazenda, e Senador Romero Jucá (MDB/RR), líder do Governo no Senado",,"
Palácio do Planalto  ",
2018,2,15,18:30,Foto com Deputado Jones Martins (MDB/RS),,"
Palácio do Planalto",
2018,2,15,19:00,"Rodrigo Maia, presidente da Câmara dos Deputados; Senador Eunício Oliveira, Presidente do Senado; Torquato Jardim, ministro de estado da Justiça e da Segurança Pública; Raul Jungmann, ministro de estado da Defesa; Henrique Meirelles, ministro de estado da Fazenda; Dyogo Oliveira, ministro de estado do Planejamento, Desenvolvimento e Gestão; Moreira Franco, Ministro da Secretária-Geral da Presidência da República; Sergio Etchegoyen, ministro-chefe do Gabinete de Segurança Institucional da Presidência da República; e Luiz Fernando Pezão, Governador do Estado do Rio de Janeiro/RJ",,"
Palácio da Alvorada",
2018,2,16,09:30,"Moreira Franco, ministro de Estado chefe da Secretaria-Geral da Presidência da República, Sergio Etchegoyen, Ministro do Gabinete de Segurança Institucional",,"
Palácio do Jaburu",
2018,2,16,12:40,"Luiz Fernando Pezão, Governador do Estado do Rio de Janeiro/RJ, e Deputado Darcísio Perondi (MDB/RS)",,"
Palácio do Planalto",
2018,2,16,13:00,"Rodrigo Maia, presidente da Câmara dos Deputados; Torquato Jardim, ministro de Estado da Justiça e da Segurança Pública; Raul Jungmann, ministro de Estado da Defesa; Henrique Meirelles, ministro de Estado da Fazenda",,"
Palácio do Planalto",
2018,2,16,13:15,Assinatura do Decreto de Intervenção Federal na Segurança Pública do Rio de Janeiro,,"
Palácio do Planalto",
2018,2,16,15:00,"Raul Jungmann, ministro de estado da Defesa; General de Exército Sérgio Etchegoyen, ministro-chefe do Gabinete de Segurança Institucional da Presidência da República; General de Exército Eduardo Dias da Costa Villas Bôas, Comandante do Exército; e General de Exército Braga Netto, Comandante Militar do Leste",,"
Palácio do Planalto",
2018,2,17,12:00,Reunião de Trabalho sobre Segurança,,"
Rio de Janeiro/RJ",RJ
2018,2,19,10:00,Reunião do Conselho da República e do Conselho de Defesa Nacional,,"
Palácio da Alvorada",
2018,2,19,11:15,"Rodrigo Maia, presidente da Câmara dos Deputados; Senador Eunício Oliveira, presidente do Senado; Eliseu Padilha, ministro-chefe da Casa Civil da Presidência da República; Henrique Meirelles, ministro de estado da Fazenda; Dyogo Oliveira, ministro de estado do Planejamento, Desenvolvimento e Gestão; Carlos Marun, ministro-chefe da Secretaria de Governo da Presidência da República; Senador Romero Jucá (MDB/RR), líder do Governo no Senado; Deputado André Moura (PSC/SE), líder do Governo no Congresso Nacional; Deputado Aguinaldo Ribeiro (PP/PB), líder do Governo na Câmara dos Deputados; e Deputado Lelo Coimbra (MDB/ES), líder da Maioria na Câmara Dos Deputados",,"
Palácio da Alvorada",
2018,2,19,12:30,"Filippo Grandi, Alto Comissário das Nações Unidas para Refugiados",,"
Palácio da Alvorada",
2018,2,19,12:45,"Yldiz Pollack-Beighle, Ministra dos Negócios Estrangeiros do Suriname",,"
Palácio da Alvorada",
2018,2,19,14:45,"Luislinda Valois, ministra de estado dos Direitos Humanos",,"
Palácio do Planalto",
2018,2,19,15:00,"Paulo Delgado, Coordenador Nacional do CIEE e Co-presidente do Conselho de Economia, Sociologia e Política da FecomércioSP",,"
Palácio do Planalto",
2018,2,19,15:30,Deputado Wladimir Costa (SD/PA),,"
Palácio do Planalto",
2018,2,19,16:50,"Deputado Darcísio Perondi (MDB/RS), Deputado Beto Mansur (PRB/SP) e Deputado Pauderney Avelino (DEM/AM)",,"
Palácio do Planalto",
2018,2,19,17:15,Senador licenciado Edison Lobão (MDB/MA),,"
Palácio do Planalto",
2018,2,19,18:40,"Eliseu Padilha, Ministro de Estado Chefe da Casa Civil da Presidência da República; Henrique Meirelles, ministro de estado da Fazenda; Dyogo Oliveira, Ministro de Estado do Planejamento, Desenvolvimento e Gestão; Carlos Marun, Ministro de Estado Chefe da Secretaria de Governo da Presidência da República; Senador Romero Jucá (MDB/RR), líder do Governo no Senado; Deputado Aguinaldo Ribeiro (PP/PB), líder do Governo na Câmara dos Deputados; e Deputado André Moura (PSC/SE), líder do Governo no Congresso",,"
Palácio do Planalto",
2018,2,19,19:30,"Alexandre de Moraes, ministro do Supremo Tribunal Federal",,"
Palácio do Planalto",
2018,2,20,07:45,Partida de Brasília para Santa Cruz,,"
Base Aérea de Brasília",
2018,2,20,10:00,Cerimônia de Início da Integração dos Submarinos Classe Riachuelo,,"
Itaguaí/RJ",RJ
2018,2,20,12:40,Chegada à Brasília,,"
Base Aérea de Brasília",
2018,2,20,15:00,Reunião Federações das Indústrias,,"
Palácio do Planalto",
2018,2,20,16:45,"Deputado Jaime Martins (PSD/MG) e Vittorio Medioli, Prefeito de Betim/MG",,"
Palácio do Planalto",
2018,2,21,15:00,"Fernando Coelho Filho, Ministro de Estado de Minas e Energia; Wellington, Moreira Franco, Ministro-Chefe da Secretaria-Geral da Presidência da República; Rubens Ometto, Presidente do Conselho de Administração do Grupo Cosan e Henrique Malta, Diretor do Grupo Cosan",,"
Palácio do Planalto",
2018,2,21,15:30,"Paulo Hartung, Governador do Estado do Espírito Santo",,"
Palácio do Planalto",
2018,2,21,16:00,"María Ángela Holguín Cuéllar, Ministra das Relações Exteriores e Luis Carlos Villegas Echeverri, Ministro da Defesa Nacional da República da Colômbia",,"
Palácio do Planalto",
2018,2,21,16:45,"Gustavo Rocha, ministro interino dos Direitos Humanos",,"
Palácio do Planalto",
2018,2,21,17:30,"Eliseu Padilha, ministro-chefe da Casa Civil da Presidência da República; Dyogo Oliveira, ministro de estado do Planejamento, Desenvolvimento e Gestão; Marx Beltrão, Ministro de Estado do Turismo; Carlos Marun, Ministro de Estado Chefe da Secretaria de Governo da Presidência da República",,"
Palácio do Planalto",
2018,2,21,18:00,"Helder Barbalho, Ministro de Estado da Integração Nacional",,"
Palácio do Planalto",
2018,2,21,18:30,Deputado Nilton Capixaba (PTB/RO),,"
Palácio do Planalto",
2018,2,22,08:20,Deputado Luiz Fernando Faria (PP/MG),,Palácio do Jaburu,
2018,2,22,09:30,"Sergio Etchegoyen, Ministro do Gabinete de Segurança Institucional",,"
Palácio do Planalto",
2018,2,22,09:45,"Henrique Meirelles, Ministro de Estado da Fazenda, Dyogo Oliveira, ministro de estado do Planejamento, Desenvolvimento e Gestão, e Ilan Goldfajn, Presidente do Banco Central do Brasil",,"
Palácio do Planalto",
2018,2,22,10:30,Reunião do Conselho Militar de Defesa,,Brasília/DF,
2018,2,22,14:00,"Eliseu Padilha, ministro-chefe da Casa Civil da Presidência da República, e Deputado Aguinaldo Ribeiro (PP/PB), líder do Governo na Câmara dos Deputados",,"
Palácio do Planalto",
2018,2,22,14:30,"Gilmar Mendes, ministro do Supremo Tribunal Federal",,"
Palácio do Planalto",
2018,2,22,15:30,"Blairo Maggi, Ministro de Estado da Agricultura, Pecuária e Abastecimento",,"
Palácio do Planalto",
2018,2,22,16:00,"Angelino Alfano, Ministro dos Negócios Estrangeiros e da Cooperação Internacional da República Italiana; Aloysio Nunes, ministro de Estado das Relações Exteriores; Dyogo Oliveira, ministro de estado do Planejamento, Desenvolvimento e Gestão, Antonio Bernardini, Embaixador da Itália no Brasil",,"
Palácio do Planalto",
2018,2,22,16:30,"Ricardo Barros, Ministro de Estado da Saúde",,"
Palácio do Planalto",
2018,2,22,17:00,"Leonardo Picciani, Ministro de Estado do Esporte",,"
Palácio do Planalto",
2018,2,22,19:30,"Murillo de Aragão, cientista político",,"
Palácio do Planalto",
2018,2,22,20:00,"Raul Jungmann, ministro de Estado da Defesa, e Sergio Etchegoyen, Ministro do Gabinete de Segurança Institucional",,"
Palácio do Planalto",
2018,2,23,09:00,"Manoel David Korn de Carvalho, ex-Prefeito de Tietê",,"
Palácio do Planalto",
2018,2,23,09:30,"Suely Campos, Governadora do Estado de Roraima",,"
Palácio do Planalto",
2018,2,23,12:15,Senadora Rose de Freitas (MDB/ES),,"
Palácio do Planalto",
2018,2,23,15:00,"Gustavo Rocha, ministro interino dos Direitos Humanos",,"
Palácio do Planalto",
2018,2,23,15:20,"Ministra Grace Maria Mendonça, Advogada-Geral da União",,"
Palácio do Planalto",
2018,2,23,16:20,"Raul Jungmann, ministro de estado da Defesa",,"
Palácio do Planalto",
2018,2,25,18:00,"Eliseu Padilha, ministro-chefe da Casa Civil da Presidência da República; Torquato Jardim, ministro de estado da Justiça e Segurança Pública; Gustavo Rocha, ministro interino dos Direitos Humanos; Moreira Franco, ministro-chefe da Secretaria Geral da Presidência da República; Sérgio Etchegoyen, ministro-chefe do Gabinete de Segurança Institucional da Presidência da República; e Deputado Darcísio Perondi (MDB/RS)",,Palácio do Jaburu,
2018,2,26,10:30,"Gustavo Rocha, ministro de estado interino dos Direitos Humanos",,Palácio do Planalto,
2018,2,26,11:00,"Eliseu Padilha, ministro-chefe da Casa Civil da Presidência da República e Paulo Rogério Caffarelli, presidente do Banco do Brasil",,Palácio do Planalto,
2018,2,26,12:00,"Carlos Marun, ministro-chefe da Secretaria de Governo da Presidência da República, Deputado Aguinaldo Ribeiro (PP/PB), líder do Governo na Câmara dos Deputados e Deputado Baleia Rossi (MDB/SP), líder do MDB na Câmara dos Deputados",,Palácio do Planalto,
2018,2,26,17:00,"Sessão Solene de posse dos novos dirigentes do Tribunal Superior do Trabalho e do Conselho Superior da Justiça do Trabalho, os Excelentíssimos Senhores Ministros João Batista Brito Pereira, Renato de Lacerda Paiva e Lelio Bentes Corrêa, nos cargos de Presidente, Vice-Presidente e Corregedor-Geral da Justiça do Trabalho, respectivamente",,Brasília/DF,
2018,2,27,09:45,Deputado Carlos Bezerra (MDB/MT),,Palácio do Planalto,
2018,2,27,10:00,"Marcelo Crivella, Prefeito do Rio de Janeiro",,Palácio do Planalto,
2018,2,27,11:00,"Cerimônia de Posse do Ministro de Estado Extraordinário da Segurança Pública, Raul Jungmann",,Palácio do Planalto,
2018,2,27,12:30,"Eliseu Padilha, ministro-chefe da Casa Civil da Presidência da República, Torquato Jardim, ministro de Estado da Justiça e Moreira Franco, ministro-chefe da Secretaria-Geral da Presidência da República",,Palácio do Planalto,
2018,2,27,14:45,Deputado Fábio Faria (PSD/RN),,Palácio do Planalto,
2018,2,27,15:00,Cerimônia de Entrega da Medalha de Mérito Oswaldo Cruz,,Palácio do Planalto,
2018,2,27,16:30,Senadora Marta Suplicy (MDB/SP),,Palácio do Planalto,
2018,2,27,16:50,"Henrique Meirelles, Ministro de Estado da Fazenda, Dyogo Oliveira, ministro de estado do Planejamento, Desenvolvimento e Gestão, e Ilan Goldfajn, Presidente do Banco Central do Brasil",,Palácio do Planalto,
2018,2,27,18:00,"Antônio Carlos Magalhães Neto, Prefeito de Salvador/BA",,Palácio do Planalto,
2018,2,28,09:30,"Deputado Paulo Pereira da Silva (SD/SP), João Batista Inocentini, presidente do Sindicato Nacional dos Aposentados e João Carlos Gonçalves, secretário geral da Força Sindical",,Palácio do Planalto,
2018,2,28,10:00,"Sergio Etchegoyen, ministro-chefe do Gabinete de Segurança Institucional da Presidência da República",,Palácio do Planalto,
2018,2,28,10:30,"Carlos Marun, ministro-chefe da Secretaria de Governo da Presidência da República, Raul Jungmann, ministro de estado extraordinário da Segurança Pública e Paulo Rabello de Castro, Presidente do Banco Nacional de Desenvolvimento Econômico e Social",,Palácio do Planalto,
2018,2,28,11:00,"Kurt Bock, Presidente da Junta Diretiva da BASF Mundial",,Palácio do Planalto,
2018,2,28,11:30,"Gustavo Rocha, ministro interino dos Direitos Humanos",,Palácio do Planalto,
2018,2,28,12:00,"José Ángel Gurría, Secretário-Geral da Organização para a Cooperação e Desenvolvimento Econômico – OCDE",,Palácio do Planalto,
2018,2,28,14:30,"Moreira Franco, ministro-chefe da Secretaria Geral da Presidência da República",,Palácio do Planalto,
2018,2,28,15:15,Cerimônia de Anúncio de mais Investimentos para a Formação de Professores,,Palácio do Planalto,
2018,2,28,16:10,"Sergio Etchegoyen, ministro-chefe do Gabinete de Segurança Institucional da Presidência da República",,Palácio do Planalto,
2018,2,28,16:45,Deputado Fábio Ramalho (PMDB/MG),,Palácio do Planalto,
2018,2,28,17:40,Deputado Milton Monti (PR/SP),,Palácio do Planalto,
2018,2,28,18:00,"Foto com Deputado Daricisio Paulo Perondi (MDB/RS), Arlindo Antonio Lopes, prefeito de Ciriaco/RS, Paulo Ricardo Salerno, Prefeito de Restinga Sêca/RS e vereadores",,Palácio do Planalto,
2018,2,28,18:10,"Gustavo Rocha, ministro interino dos Direitos Humanos",,Palácio do Planalto,
2018,2,28,18:30,"Raul Jungmann, ministro extraordinário da Segurança Pública e Rogerio Galloro, Secretário Nacional de Justiça",,Palácio do Planalto,
2018,2,28,19:00,"Eliseu Padilha, ministro-chefe da Casa Civil da Presidência da República, e Deputado Luiz Fernando Faria (PP/MG)",,Palácio do Planalto,
2018,2,28,19:30,"Guilherme Afif Domingos, Diretor-Presidente do Sebrae Nacional",,Palácio do Planalto,
2018,2,28,20:00,"Dyogo Oliveira, ministro de Estado do Planejamento, Desenvolvimento e Gestão; Carlos Marun, ministro de estado chefe da Secretaria de Governo da PR; e Paulo Rabello de Castro, Presidente do Banco Nacional de Desenvolvimento Econômico e Social",,Palácio do Planalto,
2018,2,28,21:00,"Alexandre de Moraes, ministro do Supremo Tribunal Federal",,Palácio do Planalto,
2018,2,28,22:00,Deputado Antonio Imbassahy (PSDB/BA),,Palácio do Planalto,
2018,3,1,10:00,Senador Aécio Neves (PSDB/MG),,Palácio do Planalto,
2018,3,1,11:00,"Ministra Cármen Lúcia, presidente do Supremo Tribunal Federal",,Palácio do Planalto,
2018,3,1,11:20,Reunião com Governadores,,Palácio do Planalto,
2018,3,1,15:00,"Senador Eunício Oliveira, Presidente do Senado",,Palácio do Planalto,
2018,3,1,16:00,"Gustavo Rocha, ministro interino dos Direitos Humanos",,Palácio do Planalto,
2018,3,1,16:15,"Moreira Franco, ministro-chefe da Secretaria Geral da Presidência da República",,Palácio do Planalto,
2018,3,1,16:30,"Eliseu Padilha, ministro-chefe da Casa Civil da Presidência da República, Mendonça Filho, ministro de estado da Educação, Senador Armando Monteiro (PTB/PE), e Senador Wellington Fagundes (PR/MT)",,Palácio do Planalto,
2018,3,1,17:00,"Mendonça Filho, ministro de estado da Educação",,Palácio do Planalto,
2018,3,1,17:20,Deputado Mauro Pereira (MDB/RS),,Palácio do Planalto,
2018,3,1,17:40,Ex-Deputado Professor Sétimo,,Palácio do Planalto,
2018,3,1,18:00,Deputado Beto Mansur (PRB/SP),,Palácio do Planalto,
2018,3,1,18:30,Deputado Hiran Gonçalves (PP/RR),,Palácio do Planalto,
2018,3,1,19:00,"Foto com Deputado Heráclito Fortes (PSB/PI) e Francisco de Assis de Moraes Souza, prefeito de Parnaíba/PI",,Palácio do Planalto,
2018,3,1,19:20,Deputado Aníbal Gomes (MDB/CE),,Palácio do Planalto,
2018,3,1,19:40,"Osmar Terra, ministro de estado do Desenvolvimento Social",,Palácio do Planalto,
2018,3,1,20:00,"Raul Jungmann, ministro extraordinário da Segurança Pública e Rogerio Galloro, Secretário Nacional de Justiça",,Palácio do Planalto,
2018,3,2,10:30,Cerimônia de Entrega de Ambulâncias SAMU - 192 - Renovação de Frota,,Sorocaba/SP,SP
2018,3,5,10:00,Despacho Interno,,Palácio do Planalto,
2018,3,5,11:40,"Gustavo Rocha, ministro interino dos Direitos Humanos",,Palácio do Planalto,
2018,3,5,14:00,"Raul Jungmann, ministro extraordinário da Segurança Pública, e Moreira Franco, ministro-chefe da Secretaria-Geral da Presidência da República",,Palácio do Planalto,
2018,3,5,15:00,"Roy Harvey, Presidente Executivo Global da Alcoa Corporation",,Palácio do Planalto,
2018,3,5,15:30,"General Silva e Luna, Ministro de Estado interino da Defesa; Tenente-Brigadeiro do Ar Nivaldo Luiz Rossato, Comandante da Aeronáutica; e Ozires Silva, ex-presidente da Embraer",,Palácio do Planalto,
2018,3,5,16:00,"Sylvia Earle, Presidente da Mission Blue",,Palácio do Planalto,
2018,3,5,17:00,"Leonardo Picciani, ministro de estado do Esporte",,Palácio do Planalto,
2018,3,5,17:30,"Marcus Vinicius Furtado Coêlho, ex-Presidente Nacional da OAB",,Palácio do Planalto,
2018,3,5,18:00,"Carlos Marun, ministro-chefe da Secretaria de Governo da Presidência da República e Deputado Aguinaldo Ribeiro (PP/PB), líder do Governo na Câmara dos Deputados",,Palácio do Planalto,
2018,3,5,20:00,"Ministra Grace Maria Mendonça, Advogada-Geral da União",,Palácio do Planalto,
2018,3,6,09:30,"Luiz Carlos Trabuco Cappi, Presidente do Conselho de Administração do Bradesco e Octavio de Lazari Junior, Diretor Vice-Presidente do Bradesco",,Palácio do Planalto,
2018,3,6,10:00,"Torquato Jardim, ministro de Estado da Justiça",,Palácio do Planalto,
2018,3,6,11:00,Senador Eduardo Braga (MDB/AM),,Palácio do Planalto,
2018,3,6,12:30,"Brian Alves Prado, advogado",,Palácio do Planalto,
2018,3,6,13:00,Deputado Beto Mansur (PRB/SP),,Palácio do Planalto,
2018,3,6,14:30,"Ministra Grace Maria Mendonça, Advogada Geral da União",,Palácio do Planalto,
2018,3,6,15:00,Deputado Jarbas Vasconcelos (MDB/PE),,Palácio do Planalto,
2018,3,6,15:30,Senadora Marta Suplicy (MDB/SP),,Palácio do Planalto,
2018,3,6,16:00,"Deputado André Moura (PSC/SE), líder do Governo no Congresso, Albano Franco, ex-governador do Sergipe e Pedro Barreto, presidente do PSDB em Sergipe",,Palácio do Planalto,
2018,3,6,16:30,"Marcos Pereira, ex ministro da Indústria, Comércio Exterior e Serviços, Senador Eduardo Lopes (PRB/RJ)",,Palácio do Planalto,
2018,3,6,17:30,Senador Ciro Nogueira (PP/PI),,Palácio do Planalto,
2018,3,6,18:30,Deputado Mauro Pereira (MDB/RS) e Deputado Saraiva Felipe (MDB/MG),,Palácio do Planalto,
2018,3,6,19:00,Senador licenciado Edison Lobão (MDB/MA),,Palácio do Planalto,
2018,3,6,20:00,"Eliseu Padilha, ministro-chefe da Casa Civil da Presidência da República e Senador Romero Jucá (MDB/RR), líder do Governo no Senado",,Palácio do Planalto,
2018,3,7,10:00,"Márcio Lopes de Freitas, Presidente do Sistema OCB, Organização das Cooperativas do Brasil e Presidentes de Cooperativas",,Palácio do Planalto,
2018,3,7,10:50,"Eliseu Padilha, ministro-chefe da Casa Civil da Presidência da República, e Jorge Antônio Rachid, secretário da Receita Federal do Brasil",,Palácio do Planalto,
2018,3,7,12:00,Reunião com Prefeitos das Capitais Brasileiras,,Palácio do Planalto,
2018,3,7,16:10,"Gustavo Rocha, ministro interino dos Direitos Humanos",,Palácio do Planalto,
2018,3,7,16:30,"Cerimônia de Entrega das Insígnias da Ordem Nacional do Mérito, in memoriam, à Professora Heley de Abreu Silva Batista, e Cerimônia de Imposição de Insígnias da Ordem Nacional do Mérito Educativo",,Palácio do Planalto,
2018,3,7,17:45,Deputado Fausto Pinato (PP/SP),,Palácio do Planalto,
2018,3,7,18:10,"Senador Eunício Oliveira, Presidente do Senado, e Camilo Santana, Governador do Estado do Ceará",,Palácio do Planalto,
2018,3,7,19:00,Cerimônia de abertura do “Seminário Internacional AGU 25 Anos: Segurança Jurídica para o Brasil”,,Brasília/DF,
2018,3,7,20:45,Deputado Pauderney Avelino (DEM/AM),,Palácio do Planalto,
2018,3,8,10:15,Evento Comemorativo ao Dia Internacional da Mulher,,Palácio do Planalto,
2018,3,8,10:30,"Robson Braga de Andrade, Presidente da Confederação Nacional da Indústria (CNI)",,Palácio do Planalto,
2018,3,8,11:00,"Deputado Celso Russomanno (PRB/SP), Líder do Partido Republicano Brasileiro – PRB na Câmara dos Deputados",,Palácio do Planalto,
2018,3,8,12:15,"Eliseu Padilha, ministro-chefe da Casa Civil da Presidência da República, e Carlos Marun, ministro-chefe da Secretaria de Governo da Presidência da República",,Palácio do Planalto,
2018,3,8,13:30,Deputada Soraya Santos (MDB/RJ),,Palácio do Planalto,
2018,3,8,15:00,"Gustavo Rocha, ministro interino dos Direitos Humanos",,Palácio do Planalto,
2018,3,8,15:30,"João Henrique de Almeida Sousa, Presidente do Conselho Nacional do SESI",,Palácio do Planalto,
2018,3,8,16:00,"José Sarney, ex-presidente da República",,Palácio do Planalto,
2018,3,8,17:50,Senador Fernando Bezerra Coelho (MDB/PE),,Palácio do Planalto,
2018,3,8,18:20,"Deputado André Moura (PSC/SE), líder do Governo no Congresso",,Palácio do Planalto,
2018,3,8,19:20,"Guilherme Afif Domingos, Diretor-Presidente do Sebrae Nacional",,Palácio do Planalto,
2018,3,9,09:30,"Sarney Filho, ministro de estado do Meio Ambiente, Suely Mara Vaz Guimarães de Araújo, Presidente do Ibama, Deputado Carlos Melles (DEM/MG) e Deputado Goulart (PSD/SP)",,Palácio do Jaburu,
2018,3,10,10:30,"Ministra Cármen Lúcia Antunes Rocha, Presidente do Supremo Tribunal Federal",,Brasília/DF,
2018,3,10,13:30,"Henrique Meirelles, ministro de estado da Fazenda e Wellington Moreira Franco, ministro-chefe da Secretaria-Geral da Presidência da República",,Palácio do Jaburu,
2018,3,11,06:35,Partida de Brasília para Viña del Mar,,Brasília/DF,
2018,3,11,12:00,"Cerimônia Oficial de Transmissão do Mandato Presidencial para o Presidente-eleito do Chile, Senhor Sebastián Piñera",,Viña del Mar/Chile,CHI
2018,3,11,13:50,Partida de Viña del Mar para Brasília,,Viña del Mar/Chile,CHI
2018,3,11,17:30,Chegada a Brasília,,Brasília/DF,CHI
2018,3,12,-,Despacho Interno,,Palácio do Planalto,
2018,3,12,-,"Dyogo Oliveira, ministro de Estado do Planejamento, Desenvolvimento e Gestão",,Palácio do Planalto,
2018,3,12,-,"Gustavo Rocha, ministro interino dos Direitos Humanos",,Palácio do Planalto,
2018,3,12,-,"Foto com Léo Bertolin, prefeito do município de Primavera do Oeste/MT, e Elton Beraldi, vereador do município de Primavera do Oeste/MT",,Palácio do Planalto,
2018,3,12,-,"Moreira Franco, Ministro-Chefe da Secretaria-Geral da Presidência da República, e Antônio Lavareda, diretor-presidente da MCI Estratégia",,Palácio do Planalto,
2018,3,12,-,Cerimônia de Assinatura do Termo de Adesão ao Programa Internet para Todos e de Liberação do Auxílio Financeiro aos Municípios,,Brasília/DF,
2018,3,12,-,Ato de Lançamento do Processo de Conversão de Multas Ambientais em Prol das Bacias dos Rios São Francisco e Parnaíba,,Palácio do Planalto,
2018,3,12,-,"Roberto Azevêdo, diretor-geral da Organização Mundial do Comércio",,Palácio do Planalto,
2018,3,12,-,"Carissa Etienne, Diretora da Organização Pan-Americana da Saúde e Diretora Regional da Organização Mundial da Saúde para as Américas, Aloysio Nunes Ferreira, ministro de estado das Relações Exteriores, Ricardo Barros, ministro de estado da Saúde, Joaquim Molina, Representante da OPAS/OMS no Brasil e María Dolores Pérez, Representante Adjunta da OPAS/OMS no Brasil",,Palácio do Planalto,
2018,3,12,-,"Senador Romero Jucá (MDB/RR), líder do Governo no Senado",,Palácio do Planalto,
2018,3,12,-,Reunião com Vice-Líderes da Base Aliada no Congresso Nacional,,Palácio do Planalto,
2018,3,12,-,"Senador José Agripino (DEM/RN), vice-líder do Democratas no Senado; Senador Omar Aziz (PSD/AM), e Deputado Pauderney Avelino (DEM/AM)",,Palácio do Planalto,
2018,3,12,-,"Henrique Meirelles, ministro de estado da Fazenda; Esteves Colnago, ministro interino do Planejamento, Desenvolvimento e Gestão, e Jorge Rachid, Secretário da Receita Federal",,Palácio do Planalto,
2018,3,13,-,"Ivo Sartori, Governador do Estado do Rio Grande do Sul e Bancada do MDB/RS na Câmara dos Deputados",,Palácio do Alvorada,
2018,3,13,-,Partida para São Paulo/SP,,Base Aérea de Brasília,
2018,3,13,-,Cerimônia de Abertura da Sessão Plenária da Federação das Associações Comerciais do Estado de São Paulo,,São Paulo /SP,
2018,3,13,-,Cerimônia de Assinatura de Ato entre a APEX e a Empresa Siemens Global,,São Paulo /SP,
2018,3,14,-,Sessão Plenária de Abertura do Fórum Econômico Mundial para a América Latina,,São Paulo /SP,
2018,3,14,-,Entrevista à TV Deustche Welle,,São Paulo /SP,
2018,3,14,-,Almoço do Fórum Econômico Mundial para a América Latina,,São Paulo /SP,
2018,3,14,-,Partida de São Paulo para Ribeirão Preto/SP,,São Paulo /SP,
