ano,mes,dia,hora,quem,onde,,
2017,4,27,12:00,Senador José Serra (PSDB/SP),"
Palácio do Planalto",,
2017,4,27,12:15,Deputado Baleia Rossi (PMDB/SP) e Deputado Celso Jacob (PMDB/RJ),"
Palácio do Planalto",,
2017,4,27,12:45,Deputado Carlos Bezerra (PMDB/MT),"
Palácio do Planalto",,
2017,4,27,13:00,"Bruno Araújo, Ministro de Estado das Cidades e Mendonça Filho, Ministro de Estado da Educação","
Palácio do Planalto",,
2017,4,27,15:30,Luislinda Valois - Ministra de Estado dos Direitos Humanos,"
Palácio do Planalto",,
2017,4,27,17:10,"Wellington Moreira Franco, Ministro de Estado da Secretaria de Governo e Deputado Darcísio Perondi (PMDB/RS)","
Palácio do Planalto",,
2017,4,27,18:30,"Dyogo Oliveira - Ministro de Estado do Planejamento, Desenvolvimento e Gestão","
Palácio do Planalto",,
2017,4,27,20:10,Senador Hélio José (PMDB/DF),"
Palácio do Planalto",,
2017,4,28,10:00,"Embaixador Fred Arruda, Assessor Chefe da Assessoria Especial do Presidente da República","
Palácio do Planalto",,
2017,4,28,10:30,"Wellington Moreira Franco, Ministro da Secretaria Geral da  Presidência da República","
Palácio do Planalto",,
2017,4,28,11:00,"Antônio Imbassahy, Ministro da Secretaria de Governo da  Presidência da República","
Palácio do Planalto",,
2017,4,28,11:15,"Grace Maria Fernandes Mendonça, Advogada-Geral da União","
Palácio do Planalto",,
2017,4,28,15:30,"Dyogo Oliveira - Ministro de Estado do Planejamento, Desenvolvimento e Gestão","
Palácio do Planalto",,
2017,4,28,16:30,Henrique Meirelles - Ministro de Estado da Fazenda,"
Palácio do Planalto",,
2017,4,30,08:15,Partida para São Paulo/SP,"
Base Aérea de Brasília",,
2017,4,30,10:15,"Reunião bilateral com o vice-primeiro-ministro do Japão, Taro Aso ","
São Paulo/SP",,
2017,4,30,11:00,Cerimônia de abertura da Casa Japão São Paulo,"
São Paulo/SP",,
2017,5,1,17:00,"Henrique Meirelles (ministro da Fazenda), Eliseu Padilha (ministro-chefe da Casa Civil), Antônio Imbassahy (ministro da Secretaria de Governo), Mendonça Filho (ministro da Educação), Wellington Moreira Franco (Secretaria Geral da Presidência), Rodrigo Maia (DEM RJ, presidente da Câmara dos Deputados), Senador Romero Jucá ( líder do Governo no Senado),  Deputado Aguinaldo Ribeiro ( PPB PB, líder do governo na Câmara), Deputado Arthur Maia (PPS BA) e Marcelo Caetano (Secretário da Previdência Social)","
Palácio da Alvorada",,
2017,5,2,10:00,"Torquato Jardim, ministro da Transparência, Fiscalização e  Controladoria-Geral da União - CGU","
Palácio do Planalto",,
2017,5,2,10:30,"Eliseu Padilha, ministro-chefe da Casa Civil da Presidência da República","
Palácio do Planalto",,
2017,5,2,14:30,"Henrique Meirelles, ministro da Fazenda, e Jorge Rachid, secretário da Receita Federal do Brasil","
Palácio do Planalto",,
2017,5,2,17:40,"Deputado Fábio Ramalho (PMDB/MG), primeiro-vice-presidente da Câmara dos Deputados","
Palácio do Planalto",,
2017,5,3,09:30,Deputado Danilo Forte (PSB/CE),"
Palácio do Planalto",,
2017,5,3,11:00,Dom Giovanni d'Aniello - Núncio Apostólico no Brasil,"
Palácio do Planalto",,
2017,5,3,12:00,Deputado Fábio Faria (PSD/RN),"
Palácio do Planalto",,
2017,5,3,12:30,Deputado Marcelo Castro (PMDB/PI) e Deputado Heráclito Fortes (PSB/PI),"
Palácio do Planalto",,
2017,5,3,16:00,"Paulo Ziulkoski, presidente da Confederação Nacional de Municípios - CNM","
Palácio do Planalto",,
2017,5,3,17:30,"Roberto Jefferson, presidente do PTB e deputada Cristiane Brasil (PTB/RJ)","
Palácio do Planalto",,
2017,5,3,18:00,Deputado Jovair Arantes (PTB/GO),"
Palácio do Planalto",,
2017,5,3,18:30,Deputado Saraiva Felipe (PMDB/MG),"
Palácio do Planalto",,
2017,5,4,10:00,"Deputado Abel Mesquita Jr. (DEM/RR), coordenador da Bancada de Roraima e Bancada","
Palácio do Planalto",,
2017,5,4,11:00,José Vicente - Reitor da Universidade Zumbi dos Palmares,"
Palácio do Planalto",,
2017,5,4,11:30,Antônio Imbassahy - Ministro-Chefe da Secretaria de Governo da Presidência da República,"
Palácio do Planalto",,
2017,5,4,12:15,Senadora Rose de Freitas (PMDB/ES),"
Palácio do Planalto",,
2017,5,4,15:00,Guilherme Gonçalves Pereira - Presidente da Confederação Nacional dos Jovens Empresários – Conaje,"
Palácio do Planalto",,
2017,5,4,17:30,Transmissão do Lançamento do Satélite Geoestacionário de Defesa e Comunicações Estratégicas – SGDC,"
Sala de Operações do Comando de Operações Aeroespaciais (COMAE) - SHIS QI 5, AE 12 – Brasília/DF",,
2017,5,4,19:00,Senador Eduardo Braga (PMDB/AM),"
Palácio do Planalto",,
2017,5,5,10:00,Despachos internos,,,
2017,5,5,11:00,"Henrique Meirelles, ministro da Fazenda","
Palácio do Planalto",,
2017,5,8,09:20,"Eliseu Padilha (Ministro-Chefe da Casa Civil), Antônio Imbassahy (Ministro da Secretaria de Governo), Deputado Rodrigo Maia (DEM/RJ), presidente da Câmara dos Deputados), Deputado Aguinaldo Ribeiro (PP/PB), líder do Governo), Deputado Lelo Coimbra (PMDB/ES, líder da Maioria), Deputado André Moura (PSC/SE, líder do Governo no Congresso)","
Palácio do Planalto",,
2017,5,8,11:00,Cerimônia e abertura do 3º Encontro Nacional de Chefes de Agência do IBGE,"
Centro Internacional de Convenções do Brasil   CIC, SCES Trecho 2, Conj. 63, Lote 50 -    Brasília/DF",,
2017,5,8,14:15,"Antônio Imbassahy (Ministro da Secretaria de Governo), Bruno Araújo (Ministro das Cidades) e Ricardo Barros (Ministro da Saúde)","
Palácio do Planalto",,
2017,5,8,15:30,Ministra Grace Maria Fernandes Mendonça - Advogada-Geral da União - AGU,"
Palácio do Planalto",,
2017,5,8,17:30,Ministro Emmanoel Pereira - vice-presidente do Tribunal Superior do Trabalho (TST),"
Palácio do Planalto",,
2017,5,9,10:00,Despachos internos,,,
2017,5,9,11:00,Reunião com senadores do PMDB,"
Palácio do Planalto",,
2017,5,9,15:30,Deputado Carlos Eduardo Cadoca (PDT/PE),"
Palácio do Planalto",,
2017,5,9,20:20,"Deputado Aguinaldo Ribeiro (PP/PB), líder do Governo e Deputado Lelo Coimbra (PMDB/ES), líder da Maioria na Câmara dos Deputados","
Palácio do Planalto",,
2017,5,10,08:30,"Café da manhã com Deputado Luiz Lauro Filho (PSB/SP), coordenador da Bancada Paulista e a Bancada Paulista no Congresso","
Palácio do Jaburu",,
2017,5,10,11:00,Cerimônia de Assinatura do Novo Decreto de Regularização Portuária do Brasil,"
Palácio do Planalto",,
2017,5,10,14:00,Alaíde Quércia,"
Palácio do Planalto",,
2017,5,10,15:00,Senador Cidinho Santos (PR/MT) e Deputado Herculano Passos (PSD/SP),"
Palácio do Planalto",,
2017,5,10,15:30,Sarney Filho - Ministro do Meio Ambiente,"
Palácio do Planalto",,
2017,5,10,16:00,Marcelo Crivella - Prefeito do Rio de Janeiro,"
Palácio do Planalto",,
2017,5,10,17:00,"Cerimônia de inauguração da Mostra “Brasilis a Brasília: Desenvolvimento, Liberdade e Patriotismo”","
Palácio do Planalto",,
2017,5,10,17:45,Deputado Aníbal Gomes (PMDB/CE),"
Palácio do Planalto ",,
2017,5,10,19:00,Sarney Filho - Ministro do Meio Ambiente,"
Palácio do Planalto ",,
2017,5,10,20:00,"Blairo Maggi, ministro da Agricultura, Pecuária e Abastecimento e deputados da Bancada Ruralista","
Palácio do Planalto ",,
2017,5,11,09:30,Cerimônia de Imposição da Medalha Militar de Platina com passador de Platina e assinatura do Decreto de Criação do Comitê para Revitalização do Parque Nacional dos Guararapes,"
Sala de Honra do Gabinete do Comandante do Exército, QG do Exército",,
2017,5,11,12:30,Assinatura da Sanção da Lei do Documento de Identidade Única do Cidadão,"
Palácio do Planalto ",,
2017,5,11,14:30,Reunião Gabinete de Segurança Institucional,"
Palácio do Planalto ",,
2017,5,11,17:00,"Lilian Tintori, ativista de direitos humanos venezuelana","
Palácio do Planalto",,
2017,5,11,17:30,"Ricardo Barros, ministro da Saúde","
Palácio do Planalto",,
2017,5,11,18:00,Senador Edson Lobão (PMDB/MA),"
Palácio do Planalto",,
2017,5,11,20:40,"Deputado Baleia Rossi (PMDB/AP), deputado Carlos Marun (PMDB/MS), deputado Arthur Maia (PPS/BA)","
Palácio do Planalto",,
2017,5,12,09:00,Visita do senhor presidente à Agência da Caixa Econômica Federal pelo início do 3º ciclo de pagamentos do FGTS ,"
Agência Capital - SBS",,
2017,5,12,10:00,"Reunião Um Ano de Conquistas""""","
Palácio do Planalto",,
2017,5,15,08:00,Entrevista a Rádios Regionais,"
Palácio do Planalto",,
2017,5,15,15:00,Deputada Dâmina Pereira (PSL/MG),"
Palácio do Planalto",,
2017,5,15,15:30,"Luiz Antônio Fleury Filho, ex-governador de São Paulo","
Palácio do Planalto",,
2017,5,16,09:00,Sessão Solene de Abertura da XX Marcha a Brasília em Defesa dos Municípios,"
Centro Internacional de Convenções do Brasil - Brasília/DF",,
2017,5,16,10:30,Encontro com o Conselho Nacional do SESI,"
Palácio do Planalto",,
2017,5,16,15:00,Eduardo Eugenio Gouvêa Vieira - Presidente da Firjan,"
Palácio do Planalto",,
2017,5,16,15:30,Mendonça Filho - Ministro de Estado da Educação,"
Palácio do Planalto",,
2017,5,16,16:00,Bancada do PSDB do Senado,"
Palácio do Planalto",,
2017,5,17,10:00,"Desembargadora Luislinda Valois, ministra dos Direitos Humanos","
Palácio do Planalto",,
2017,5,17,12:00,Deputado Silas Câmara (PRB/AM) e pastor Samuel Câmara,"
Palácio do Planalto",,
2017,5,17,13:00,"Deputado Fábio Ramalho (PMDB/MG), primeiro vice-presidente da Câmara dos Deputados","
Palácio do Planalto",,
2017,5,17,15:00,"Deputado Diego Garcia, líder do PHS","
Palácio do Planalto",,
2017,5,17,16:00,"Senador Romero Jucá (PMDB/RR), líder do Governo no Senado","
Palácio do Planalto",,
2017,5,17,17:00,Paulo Câmara (Governador de Pernambuco) e Rodrigo Rollemberg (Governador do DF) ,"
Palácio do Planalto",,
2017,5,17,18:00,"Governadores do Nordeste: BA, MA, CE, PB, PI, RN, AL e SE ","
Palácio do Planalto",,
2017,5,17,19:00,"Dyogo Oliveira, Ministro do Planejamento, Desenvolvimento e Gestão ","
Palácio do Planalto",,
2017,5,18,08:00,"Senador Sérgio Petecão (PSD AC, Coordenador da Bancada do Estado do Acre), Senador Gladson Cameli (PP/AC), Deputado Flaviano Melo (PMDB AC).","
Palácio do Planalto",,
2017,5,18,11:30,Ministro Moreira Franco (Secretaria Geral da PR) Antonio Imbassah (Secetaria de Governo da PR) Helder Barbalho (Ministro da Integração Nacional),"
Palácio do Planalto",,
2017,5,18,11:45,"Osmar Terra, Ministro de Estado do Desenvolvimento Social e Agrário.","
Palácio do Planalto",,
2017,5,18,12:08,"Deputado André Amaral ( PMDB PB), Deputado Sérgio Souza (PMDB PR)","
Palácio do Planalto",,
2017,5,18,12:18,Deputado Mauro Pereira (PMDB RS),"
Palácio do Planalto",,
2017,5,18,13:30,Deputado José Rocha (PR BA),"
Palácio do Planalto",,
2017,5,18,14:50,"Deputada Cristiane Brasil, PTB RJ","
Palácio do Planalto",,
2017,5,18,16:30,Senador Romero Jucá (PMDB RR),"
Palácio do Planalto",,
2017,5,18,17:00,"Aloysio Nunes Ferreira (Ministro das Relações Exteriores) Bruno Araújo (Ministro das Cidades), Antônio Imbassahy (Ministro-Chefe da Secretaria de Governo),   Luislinda Valois (Ministra dos Direitos Humanos)","
Palácio do Planalto",,
2017,5,18,17:30,Raul Jungmann (Ministro da Defesa) e Roberto Freire (Ministro da Cultura),"
Palácio do Planalto",,
2017,5,19,11:00,Despachos internos,"
Palácio do Planalto",,
2017,5,19,11:25,"Henrique Meirelles, ministro da Fazenda","
Palácio do Planalto",,
2017,5,19,11:48,"Deputado Rodrigo Maia (DEM/RJ), Presidente da Câmara dos Deputados","
Palácio do Planalto",,
2017,5,19,11:50,"Mendonça Filho, ministro da Educação","
Palácio do Planalto",,
2017,5,19,11:55,"General do Exército Sérgio Etchegoyen, ministro-chefe do Gabinete de Segurança Institucional","
Palácio do Planalto",,
2017,5,19,12:18,"Senador Romero Jucá (PMDB/RR), líder do Governo no Senado","
Palácio do Planalto",,
2017,5,19,12:25,"Moreira Franco, Ministro-Chefe da Secretaria-Geral da PR; Antônio Imbassahy, Ministro de Estado Chefe da Secretaria de Governo da PR e Deputado Aguinaldo Ribeiro (PP/PB), líder do governo na Câmara","
Palácio do Planalto",,
2017,5,19,15:52,"Bruno Araújo, ministro das Cidades; deputado Carlos Marun (PMDB/MS); Marconi Perillo, governador do Estado de Goiás (PSDB)","
Palácio do Planalto",,
2017,5,19,16:00,"Henrique Meirelles, ministro da Fazenda e  Dyogo Oliveira, ministro do Planejamento, Desenvolvimento e Gestão","
Palácio do Planalto",,
2017,5,19,16:25,Deputado Lúcio Vieira Lima (PMDB/BA),"
Palácio do Planalto",,
2017,5,19,17:00,"Raul Jungmann, ministro da Defesa e Comandantes das Forças Armadas","
Palácio do Planalto",,
2017,5,22,10:20,"Henrique Meirelles, Ministro de Estado da Fazenda; Dyogo Oliveira, Ministro de Estado do Planejamento, Desenvolvimento e Gestão; Jorge Rachid, Secretário da Receita Federal; Deputado André Moura, Líder do Governo no Congresso Nacional","
Palácio do Planalto",,
2017,5,22,11:35,Deputado Laerte Bessa (PR/DF),"
Palácio do Planalto",,
2017,5,22,11:40,"Deputados Carlos Marun (PMDB/MS), Aguinaldo Ribeiro (PP/PB) e Baleia Rossi (PMDB/SP)","
Palácio do Planalto",,
2017,5,22,13:20,General Sérgio Etchegoyen - Ministro de Estado Chefe do Gabinete de Segurança Institucional da Presidência da República,"
Palácio do Planalto",,
2017,5,22,15:00,"José Sarney, ex-presidente da República ","
Palácio do Planalto",,
2017,5,22,15:15,"Deputado Rodrigo Maia (DEM/RJ), presidente da Câmara dos Deputados","
Palácio do Planalto",,
2017,5,22,17:00,"Deputado André Moura (PSC/SE), líder do Governo no Senado; Deputado Rogério Rosso (PSD/DF) e Deputado Aguinaldo Ribeiro (PP/PB), líder do Governo na Câmara","
Palácio do Planalto",,
2017,5,22,17:45,"Gilberto Kassab, ministro da Ciência, Tecnologia, Inovações e Comunicações","
Palácio do Planalto",,
2017,5,22,18:00,"Ministra Grace Maria Fernandes Mendonça, Advogada-Geral da União - AGU","
Palácio do Planalto",,
2017,5,22,18:30,Deputado Alexandre Baldy (PODE GO) ,"
Palácio do Planalto",,
2017,5,22,20:30,"Deputado Rodrigo Maia (DEM RJ), presidente da Câmara dos Deputados ","
Residência Oficial da Presidência da Câmara",,
2017,5,23,10:00,Despachos internos,,,
2017,5,23,15:30,"Raul Jungmann, ministro da Defesa","
Palácio do Planalto ",,
2017,5,23,20:30,"Deputados Mauro Lopes (PMDB/MG), Nilton Capixaba (PTB/RO), Newton Cardoso Júnior (PMDB/MG), Leonardo Quintão (PMDB/MG), Renato Andrade (PP/MG), Nelson Padovani (PSDB/PR), Fábio Ramalho (PMDB/MG), Daniel Vilela (PMDB/GO), Luiz Carlos Heinze (PP/RS), Alfredo Kaefer (PSL/PR), Luiz Carlos Hauly (PSDB/PR), Edmar Arruda (PSD/PR), Félix Mendonça (PDT/BA), ex-deputado Leandro Vilela (PMDB/GO)","
Palácio do Planalto ",,
2017,5,24,09:00,"Raul Jungmann, Ministro de Estado da Defesa; General Sérgio Etchegoyen, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; Wellington Moreira Franco, Ministro-Chefe da Secretaria Geral; Antônio Imbassahy, Ministro-Chefe da Secretaria de Governo; Márcio Freitas, Secretário Especial da Secretaria de Comunicação Social","
Palácio do Planalto ",,
2017,5,24,10:00,Reunião com Senadores do PMDB,"
Palácio do Planalto ",,
2017,5,24,14:40,"Deputado Rodrigo Maia (DEM/RJ), Presidente da Câmara dos Deputados","
Palácio do Planalto ",,
2017,5,24,15:00,Deputado Bonifácio de Andrada (PSDB/MG),"
Palácio do Planalto ",,
2017,5,24,18:25,"Deputado José Olímpio (DEM/SP), Deputado Francisco Floriano (DEM/RJ), Deputado Jorge Tadeu Mudalen (DEM/SP) e o Deputado estadual Rodrigo Moraes (DEM/SP)","
Palácio do Planalto",,
2017,5,24,19:22,Deputado Paulo Abi-Ackel (PSDB/MG) e Deputado Rodrigo de Castro (PSDB/MG),"
Palácio do Planalto",,
2017,5,24,21:15,"Deputado Marcos Montes (PSD/MG) e Antônio Imbassahy, Ministro-Chefe da Secretaria de Governo da Presidência da República","
Palácio do Planalto",,
2017,5,24,21:40,Senador Romero Jucá (PMDB/RR),"
Palácio do Planalto",,
2017,5,25,09:00,"Eliseu Padilha, Ministro-Chefe da Casa Civil da Presidência da República; Moreira Franco, Ministro-Chefe da Secretaria-Geral da Presidência da República; Antônio Imbassahy, Ministro-Chefe da Secretaria de Governo da Presidência da República e General Sérgio Etchegoyen, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República","
Palácio do Planalto",,
2017,5,25,09:30,"José Carlos Rodrigues Martins, Presidente da CBIC - Câmara Brasileira da Indústria da Construção e  grupo de empresários","
Palácio do Planalto",,
2017,5,25,11:00,Deputado Aguinaldo Ribeiro (PP/PB),"
Palácio do Planalto",,
2017,5,25,11:30,Paulo Rabello - Presidente do IBGE,"
Palácio do Planalto",,
2017,5,25,12:00,"Henrique Meirelles, Ministro de Estado da Fazenda; Deputado Baleia Rossi (PMDB/SP); Deputado Arthur Lira (PP/AL); Deputado Lúcio Vieira Lima (PMDB/BA); Deputado Aguinaldo Ribeiro (PP/PB); Gustavo Rocha, Subchefe de Assuntos Jurídicos da Casa Civil","
Palácio do Planalto",,
2017,5,25,13:30,"Henrique Meirelles, Ministro de Estado da Fazenda; Eliseu Padilha, Ministro-Chefe da Casa Civil da Presidência da República; Moreira Franco, Ministro-Chefe da Secretaria-Geral da Presidência da República; Senador Romero Jucá (PMDB/RR); Deputado Carlos Marun (PMDB/MS); Deputado Mauro Pereira (PMDB/RS); Deputado Darcísio Perondi (PMDB/RS); Paulo Skaf, Presidente da Fiesp","
Palácio do Planalto",,
2017,5,25,17:00,Ministra Grace Maria Fernandes Mendonça - Advogada-Geral da União - AGU,"
Palácio do Planalto",,
2017,5,25,17:30,"Senador Paulo Bauer (PSDB/SC), líder do PSDB no Senado","
Palácio do Planalto",,
2017,5,25,18:30,"Gilberto Kassab - Ministro de Estado da Ciência, Tecnologia, Inovações e Comunicações","
Palácio do Planalto",,
2017,5,25,19:00,"Dyogo Oliveira, Ministro de Estado do Planejamento, Desenvolvimento e Gestão e Maurício Quintella, Ministro de Estado dos Transportes, Portos e Aviação Civil","
Palácio do Planalto",,
2017,5,25,19:15,Deputado Rodrigo Maia - Presidente da Câmara dos Deputados,"
Palácio do Planalto",,
2017,5,25,19:20,Osmar Serraglio - Ministro de Estado da Justiça,"
Palácio do Planalto",,
2017,5,26,09:00,"Deputado Rodrigo Maia ( DEM/ RJ, Presidente da Câmara Federal),   Antônio Imbassahy (Ministro-chefe da Secretaria de Governo) e deputado Waldir  Maranhão (PP/MA).","
Paláciio do Jaburu",,
2017,5,26,10:00,Reunião Gabinete de Segurança Institucional,"
Palácio do Planalto",,
2017,5,26,12:15,Deputado Newton Cardoso Junior (PMDB MG),"
Palácio do Planalto",,
2017,5,26,14:00,Deputado Rogério Rosso (PSD DF),"
Palácio do Planalto",,
2017,5,26,14:30,"Maria Sílvia Bastos Marques, Presidente do BNDES","
Palácio do Planalto",,
2017,5,26,15:00,"Dyogo Oliveira, ministro de Estado do Planejamento, Desenvolvimento e Gestão","
Palácio do Planalto",,
2017,5,26,16:00,Senadora Rose de Freitas (PMDB ES),"
Palácio do Planalto",,
2017,5,26,16:30,"Ricardo Barros, ministro de Estado da Saúde","
Palácio do Planalto",,
2017,5,26,17:00,"Ronaldo Nogueira, ministro do Trabalho","
Palácio do Planalto",,
2017,5,26,18:30,"Deputado Izalci Lucas (PSDB/DF), Deputado Leonardo Quintão (PMDB/MG) e Deputado Newton Cardoso Júnior (PMDB/MG","
Palácio do Planalto",,
2017,5,27,10:00,"Deputado Júlio Cesar (PSD/PI) e Leonardo Rio Lima Silveira,  Diretor da Agência de Defesa do Piauí","
Palácio do Jaburu",,
2017,5,27,16:30,"José Sarney, Ex-Presidente da República","
Palácio do Jaburu",,
2017,5,27,18:00,"Wellington Moreira Franco, Ministro-Chefe da Secretária-Geral  da Presidência da República","
Palácio do Jaburu",,
2017,5,28,10:00,"General de Exército, Sergio Etchegoyen, ministro-chefe do Gabinete de Segurança Institucional","
Palácio do Jaburu",,
2017,5,28,12:30,"Torquato Jardim, ministro da Transparência","
Palácio do Jaburu",,
2017,5,28,13:00,"Wellington Moreira Franco, ministro-chefe da  Secretaria Geral da Presidência da República","
Palácio do Jaburu",,
2017,5,28,15:45,"Partida para Maceió, Al","
Base Aérea de Brasília",,
2017,5,28,18:00,"Reunião com Renan Filho, Governador de Alagoas e Rui Palmeira, Prefeito de Alagoas","
59ª Batalhão de Infantaria Motorizado - Maceió/AL",AL,
2017,5,28,19:32,Partida para Recife/PE,"
Aeroporto de Maceió/AL",AL,
2017,5,28,21:00,"Reunião com Paulo Câmara, Governador de Pernambuco e Prefeitos","
Palácio Campo das Princesas - Recife/PE",PE,
2017,5,28,23:40,Partida para Brasília/DF,"
Base Aérea de Recife ",PE,
2017,5,29,02:10,Chegada a Brasília/DF,"
Base Aérea de Brasília",,
2017,5,29,10:30,"Henrique Meirelles (Ministro da Fazenda), Dyogo Oliveira (Ministro do Planejamento, Desenvolvimento e Gestão) e Paulo Rabello (Presidente do IBGE)","
Palácio do Planalto",,
2017,5,29,11:00,"Maurício Quintella, Ministro de Estado dos Transportes, Portos e Aviação Civil; Moreira Franco, Ministro-Chefe da Secretaria-Geral da Presidência da República; José Ricardo Botelho, Diretor-Presidente da Anac e Presidentes das operadoras aeroportuárias vencedoras do leilão de concessão dos aeroportos de Fortaleza/CE, Salvador/BA, Florianópolis/SC e Porto Alegre/RS","
Palácio do Planalto",,
2017,5,29,12:00,Almirante de Esquadra Eduardo Bacellar Leal Ferreira - Comandante da Marinha,"
Palácio do Planalto",,
2017,5,29,12:30,"Torquato Jardim - Ministro de Estado da Transparência, Fiscalização e Controladoria Geral da União","
Palácio do Planalto",,
2017,5,29,14:00,Decolagem para São Paulo/SP,"
Base Aérea de Brasília",,
2017,5,29,18:45,Jornalistas estrangeiros participantes do Fórum de Investimentos Brasil 2017,"
Hotel Grand Hyatt – São Paulo/SP",SP,
2017,5,29,20:00,Jantar por ocasião do Fórum de Investimentos Brasil 2017,"
Hotel Grand Hyatt – São Paulo/SP",SP,
2017,5,30,08:30,Abertura oficial do Fórum de Investimentos Brasil 2017,"
Grand Hyatt Hotel - São Paulo/SP",SP,
2017,5,30,13:05,"Deputado Baleia Rossi (PMDB/SP, líder do PMDB na Câmara dos Deputados)","
Palácio do Planalto",,
2017,5,30,13:25,"Deputado André Moura (PSC/SE, líder do Governo no Congresso)","
Palácio do Planalto",,
2017,5,30,14:18,"Deputado Newton Cardoso Júnior (PMDB/MG), deputado Izalci Lucas (PSDB/DF), deputado Félix Mendonça Júnior (PDT/BA), deputado João Carlos Bacelar (PR/BA) e Deputado Renato Andrade Barbosa (PP/MG)","
Palácio do Planalto",,
2017,5,30,16:40,"Deputado Rodrigo Maia (DEM/RJ, presidente da Câmara dos Deputados)      ","
Palácio do Planalto",,
2017,5,30,17:05,"Deputado Fábio Faria (PSD/RN) e Robinson Faria, governador do Estado do RN","
Palácio do Planalto",,
2017,5,30,17:20,"Antônio Imbassahy, ministro-chefe da Secretaria de Governo da Presidência da Repúblcia; ACM Neto, prefeito de Salvador/BA; Deputado Rodrigo Maia (DEM/RJ), Presidente da Câmara dos Deputados","
Palácio do Planalto",,
2017,5,30,18:50,Deputado Laerte Bessa (PR/DF),"
Palácio do Planalto",,
2017,5,30,19:20,"Deputado Paulo Pereira da Silva (SD/SP); Ronaldo Nogueira, Ministro de Estado do Trabalho; Deputado Bebeto (PSB/BA); Sérgio Luiz Leite, Primeiro Secretário da Força Sindical; João Carlos Gonçalves, Secretário-Geral da Força Sindical","
Palácio do Planalto",,
2017,5,30,21:30,Senador Romero Jucá (PMDB/RR),"
Palácio do Planalto",,
2017,5,31,09:50,Deputado Danilo Forte (PSB/CE),"
Palácio do Planalto",,
2017,5,31,10:00,Sandro Mabel,"
Palácio do Planalto",,
2017,5,31,10:15,"Deputadas Soraya Santos (PMDB/RJ), Dulce Miranda (PMDB/TO), Josi Nunes (PMDB/TO), Marinha Raupp (PMDB/RO),  Elcione Barbalho (PMDB/PA)","
Palácio do Planalto",,
2017,5,31,10:30,Deputado Baleia Rossi (PMDB/SP),"
Palácio do Planalto",,
2017,5,31,10:45,Foto com Produtores Rurais,"
Palácio do Planalto ",,
2017,5,31,11:00,Cerimônia de Lançamento do Plano Safra da Agricultura Familiar 2017/2020,"
Palácio do Planalto",,
2017,5,31,15:00,"Cerimônia de Posse do Ministro da Justiça e Segurança Pública, Torquato Jardim","
Palácio do Planalto",,
2017,5,31,16:30,Senador Omar Aziz (PSD/AM) Líder do partido,"
Palácio do Planalto",,
2017,5,31,17:00,Senador Airton Sandoval (PMDB/SP),"
Palácio do Planalto",,
2017,5,31,17:30,"Desembargador Henrique Nelson Calandra, Rodrigo Sayeg, Rodrigo Venturini, Rudy Maia, Luiz Fernando Gurgel e Fábio de Salles Meirelles Filho, Presidente do Instituto Pensar Agro ","
Palácio do Planalto ",,
2017,5,31,18:30,"Senador Valdir Raupp (PMDB/RO), 2º vice-líder","
Palácio do Planalto ",,
2017,5,31,19:00,"Sarney Filho, ministro do Meio Ambiente","
Palácio do Planalto ",,
2017,5,31,19:30,Deputado Arthur Lira (PP/AL),"
Palácio do Planalto ",,
2017,5,31,19:45,Deputado Giacobo (PR/PR),"
Palácio do Planalto ",,
2017,5,31,20:30," Ministra Grace Maria Fernandes Mendonça, Advogada Geral da União - AGU","
Palácio do Planalto",,
2017,5,31,21:30,"Antônio Imbassahy (ministro-chefe da Secretaria de Governo da PR), Deputado Nilson Pinto (PSDB PA), Deputado Rodrigo Castro (PSDB  MG), Deputado Giuseppe Vecci (PSDB GO), Deputado Guilherme Coelho (PSDB  PE), Deputado Raimundo Gomes de Matos (PSDSB CE) e Deputado Bonifácio de Andrada (PSDB MG)","
Palácio do Planalto",,
2017,6,1,09:30,"Dyogo Oliveira, Ministro do Planejamento, Desenvolvimento e Gestão","
Palácio do Planalto ",,
2017,6,1,10:30,"Senador Eunício Oliveira, presidente do Senado Federal","
Palácio do Planalto ",,
2017,6,1,11:30,Deputados Nelson Marquezelli (PTB/SP) e Jovair Arantes (PTB/GO),"
Palácio do Planalto ",,
2017,6,1,12:00,Deputado Aníbal Gomes (PMDB/CE),"
Palácio do Planalto ",,
2017,6,1,12:30,Deputado Mauro Pereira (PMDB/RS),"
Palácio do Planalto ",,
2017,6,1,14:00,Deputado Andre Moura (PSC/SE),"
Palácio do Planalto ",,
2017,6,1,15:30,Senador Ciro Nogueira (PP/PI),"
Palácio do Planalto ",,
2017,6,1,16:30,"Ronaldo Nogueira, Ministro do Trabalho e Representantes da Igreja Assembléia de Deus, Ministério Madureira","
Palácio do Planalto ",,
2017,6,1,17:30,"Rodrigo Maia, Presidente da Câmara dos Deputados","
Palácio do Planalto ",,
2017,6,1,18:30,"Fernando Coelho Filho, Ministro de Minas e Energia","
Palácio do Planalto ",,
2017,6,1,19:00,"João Augusto Ribeiro Nardes, Ministro do Tribunal de Contas da União – TCU","
Palácio do Planalto ",,
